,0,77,387,388,766
gene_40,10.8612652927,9.38810987325,9.27615232813,8.51211624615,8.79302123714
gene_41,0.0,1.01314063249,0.0,0.0,0.0
gene_42,0.0,0.0,0.0,0.0,0.0
gene_43,0.591870870063,0.0,0.0,0.0,0.75557128441
gene_44,1.0102785673,1.60250438961,2.64143042389,0.0,1.61584000316
gene_45,6.96284974584,7.10282607212,5.39806642812,5.40897673834,6.94048392055
gene_46,10.9597049613,9.46079579576,10.1244703087,9.5353900877,9.57802164633
gene_47,9.76950894439,9.9149217448,8.81410816504,10.9551122473,10.5649973244
gene_48,12.2454041509,10.964297543,11.7888936637,11.4360191739,11.3808668675
gene_49,0.591870870063,1.60250438961,0.0,0.0,0.0
gene_50,8.96882804351,8.63346753884,8.43469077086,8.96660638656,8.99914878428
gene_51,10.1753000358,10.4355765088,9.42181237762,8.71482934751,9.70599172053
gene_52,12.3990642552,12.1898492624,11.78858784,11.5022649552,12.0549366354
gene_53,8.47987724867,8.33446101342,9.8998719713,10.3903839469,9.61774477403
gene_54,7.35576512353,7.65543054494,6.95133134678,7.42591242569,7.90591043234
gene_55,8.33105128443,7.9627340906,8.37433529389,8.27950843973,6.54273628891
gene_56,10.6434593941,10.8431751783,10.9616377968,10.48846279,10.8219094774
gene_57,6.82122549419,5.45186718278,7.19189817724,4.48923463453,8.71364426946
gene_58,10.6374943252,6.54948435594,10.3743331201,10.1454481952,10.382526763
gene_59,3.34039135722,3.93136158198,4.76540744413,1.94904928402,3.70543609837
gene_60,6.79226972417,5.73168559872,6.81402482581,5.38596590868,6.29629220382
gene_61,1.0102785673,8.91184734618,0.806117796036,8.60780003797,1.02318436925
gene_62,0.0,1.01314063249,5.87368279881,2.7489978501,4.79925830505
gene_63,1.59865104788,9.55560145232,3.08491465977,0.0,1.61584000316
gene_64,7.99196394027,11.487674255,8.22714900741,10.9472862657,9.88989785588
gene_65,10.4277528147,10.3034725446,8.95131968897,10.324315582,10.8773378213
gene_66,10.73430317,11.7997470625,8.48396084545,10.0982163571,8.16136370356
gene_67,3.47807873982,3.60899843618,0.806117796036,1.28131249086,1.61584000316
gene_68,8.53811519458,9.91796127098,8.01393675251,8.05733654174,8.80194757591
gene_69,3.92603738372,3.60899843618,4.24519900059,2.19424468064,4.83448874778
gene_70,8.23475038315,8.50591474162,7.78829418814,6.19468003995,8.54044967818
gene_71,7.37793061344,0.0,5.92790119319,3.46130590417,5.35476244488
gene_72,4.51144906298,3.48327406045,3.61205755956,3.36443235802,3.26357531506
gene_73,8.72781156781,8.25493884131,9.26390999498,9.25201962277,9.90242787666
gene_74,0.0,0.0,0.0,0.0,1.02318436925
gene_75,7.37793061344,5.51748042798,7.76365722604,11.8811522077,9.34671317031
gene_76,5.57465558554,3.48327406045,3.42364539658,4.8881246445,4.64905206575
gene_77,3.18816351558,1.60250438961,0.0,2.40375853696,0.0
gene_78,10.6857825027,11.8954313844,8.82912016518,10.1149525845,8.32944206657
gene_79,8.43406938781,7.79427288949,9.21204885538,8.89036764873,9.86618008147
gene_80,10.825427898,11.1470776975,9.72843925512,9.0872453598,9.23250007536
gene_81,6.42676457872,8.28830780118,5.85906012531,5.60744572474,6.00501590665
gene_82,8.69110838423,8.43975609871,9.36399015935,7.40780309812,9.38062772841
gene_83,10.7965101525,1.01314063249,1.32019582127,0.778460920807,1.44397788552
gene_84,4.26735601178,0.0,0.806117796036,0.0,0.0
gene_85,0.0,0.0,3.20687761163,0.778460920807,1.44397788552
gene_86,10.1878963837,10.4033955547,10.8111017037,10.6526030101,11.0245025313
gene_87,0.591870870063,3.93136158198,4.45668132049,10.5295379226,6.28066685523
gene_88,7.40839768066,11.5585498612,10.7503385202,11.6636470469,11.4497573796
gene_89,13.2301810933,8.56141015373,9.6962599107,11.3481029247,9.77278467238
gene_90,9.71918172886,9.25257319162,9.11995008736,7.8759397531,9.94888259635
gene_91,4.22885716185,8.48146040894,1.99783433278,8.43966053412,4.60892157931
gene_92,3.82640611741,7.05943099289,4.95140595455,7.92347011351,4.98317147711
gene_93,5.99745726474,10.3936049686,6.39375596539,12.0329273341,7.77828743877
gene_94,4.44581938453,0.0,0.0,0.0,1.44397788552
gene_95,6.59014238432,8.44819478919,8.36454179221,10.4754801266,6.06030035208
gene_96,8.64798360137,9.59222529044,9.17142452453,9.29864686119,8.78628923379
gene_97,2.33833883468,3.34553831007,3.61205755956,4.5344663073,2.77620929044
gene_98,9.71396382113,8.8810160438,10.1998563503,11.2284760097,9.73541217031
gene_99,9.74243070833,9.70213111852,8.31792809293,9.22640496725,8.78965753211
gene_100,9.06758763056,9.84155963046,10.5949403708,10.270190187,11.2959353455
gene_101,11.1699250014,9.72834571471,11.0334642995,10.7895010413,10.8322966787
gene_102,10.0710064203,10.8841705191,10.7788902649,10.6129514084,10.8377304161
gene_103,11.1609995774,10.4680945164,9.55840923289,10.1131951924,9.94737394172
gene_104,9.82299457532,7.46068523485,8.46269039349,10.6056832218,10.345981766
gene_105,8.65344701573,5.38312364207,4.06338213742,7.51323806233,5.64998327067
gene_106,2.82495110552,3.72465027173,2.64143042389,1.28131249086,1.44397788552
gene_107,1.0102785673,2.34292447403,2.45706891128,2.89487595488,2.25869981557
gene_108,1.0102785673,1.01314063249,2.80487960825,0.0,1.61584000316
gene_109,10.7030470434,10.2717314656,8.9469501247,9.63738926374,8.71009007314
gene_110,11.4066248887,9.98473174454,10.4496232738,9.60462550101,9.96088813509
gene_111,1.82203667202,0.0,0.0,1.94904928402,9.10486079971
gene_112,11.9408494607,12.559773801,11.3709380043,10.4718479211,11.3726528835
gene_113,8.23475038315,7.33892353087,9.6526514059,8.83268751644,9.0867121263
gene_114,9.41659488174,9.65188046441,7.15448397256,7.58578129832,6.4320908572
gene_115,12.0757799581,11.4451028124,10.7250424034,10.6653625677,10.2583069144
gene_116,7.2824676059,8.3435366286,8.2343384487,9.06043654747,9.52711530953
gene_117,6.81472985199,8.59599216422,1.99783433278,1.94904928402,3.70543609837
gene_118,12.4806968116,8.78769691173,12.0689999041,12.3258816309,13.3588297412
gene_119,7.7786291259,7.21585329345,8.13411823857,7.88469559507,8.62839085704
gene_120,9.57793859092,9.79766476786,9.1544687827,9.37056536098,9.55510482983
gene_121,8.8675135061,7.94495797896,8.15699822087,8.27950843973,8.02506202572
gene_122,7.4633281861,7.85264186203,7.98865060696,9.13941577362,8.32358173768
gene_123,8.95709623594,9.1109660849,7.24980559061,8.01806661552,6.25489255811
gene_124,9.76428610258,8.96963402485,10.7015317301,10.4143046946,10.140177919
gene_125,9.69378487463,9.8026084491,10.3094308781,10.2851478752,9.74528103727
gene_126,6.69272010419,9.04296437798,8.80206070526,10.4819810182,7.37668976452
gene_127,8.58269147511,8.47734138269,5.11614014992,8.57840665893,6.80940158135
gene_128,10.2772874001,10.8708963842,11.9284110389,10.5701498122,11.8353004007
gene_129,8.66790986085,9.73525814644,9.10433928099,9.58325956675,10.1601865766
gene_130,9.43937795829,9.9375695014,11.1180066511,11.9927224113,11.595663095
gene_131,6.22968020305,4.83263182458,8.64638229998,5.17193135628,10.1671170302
gene_132,8.8213562573,12.0565225658,7.50294315872,11.5446795352,6.18154388112
gene_133,1.0102785673,5.8837381038,7.42967454112,3.14867384294,7.68002892297
gene_134,6.412576621,4.27276226891,12.2708413445,10.2087220849,11.3256427567
gene_135,0.591870870063,1.60250438961,3.20687761163,0.0,0.0
gene_136,10.9012214018,9.18603002827,11.4610240568,10.1280329986,11.7197866624
gene_137,9.43198225166,8.73004550288,9.87017974682,8.5891642367,9.4847785959
gene_138,10.0218960856,9.36378652726,9.10237731174,8.32848644475,8.90082153441
gene_139,7.5595529949,6.92080539464,7.61184369094,6.97111815485,8.70295876595
gene_140,12.4081120993,9.84475910941,9.79194264498,11.0206605389,9.42536278841
gene_141,8.89697413178,11.5265383625,10.186015167,11.5453699527,11.061911174
gene_142,11.7494797969,10.0746633081,10.6757189157,9.20558067748,11.3905129259
gene_143,9.10792582324,10.6454873161,9.54979044257,8.87286261077,9.09672305965
gene_144,9.90770038145,9.87480003912,9.15636374863,9.24693294501,9.43973324689
gene_145,8.12633794562,12.8869006582,7.6283070056,12.5966859467,7.67518080237
gene_146,11.3345079416,8.79101633195,8.50194463681,8.62358524085,9.0994398664
gene_147,10.4736854584,10.2245685082,9.39479706957,9.86801380171,9.42722483391
gene_148,9.92059254025,8.20104078378,2.24564777364,9.45973283175,0.0
gene_149,9.79855604361,8.33900818522,9.72589108867,11.7649793743,9.51630871629
gene_150,11.1348883194,8.78436656439,9.00695155496,10.3514251531,9.15797592444
gene_151,10.1625927381,10.4398101107,8.9686667932,10.3679170406,8.42385125551
gene_152,13.8464991924,12.9602608262,11.3696791294,12.5646782542,11.1159279892
gene_153,3.71936965334,8.95984258948,5.1469443512,8.56211646916,7.28415319225
gene_154,5.96268551263,8.76761176567,1.32019582127,7.26749834444,5.88656234044
gene_155,9.00060005887,9.37489385086,9.812504643,9.96413000806,10.4116063171
gene_156,9.74765761111,10.9043486131,8.75284557942,8.56484303659,9.05832732009
gene_157,10.9341257581,9.69859876108,10.1098828776,11.4976323231,9.14400046866
gene_158,9.4068725094,7.28059448151,9.50934747579,8.33277952963,9.75174488433
gene_159,10.3367631649,9.49581106598,9.96182298143,10.6103143442,10.623451726
gene_160,8.94081276403,8.99193843852,8.00134626274,9.55060635623,8.30014660978
gene_161,9.26839462384,9.4397955692,9.88738513731,10.3056741837,10.1241600934
gene_162,9.39984826652,9.67363062025,8.89799062556,8.35078451988,9.06925641051
gene_163,5.2294033444,6.13435238662,5.42345043371,2.40375853696,4.15891056541
gene_164,1.82203667202,3.60899843618,3.08491465977,1.28131249086,3.70543609837
gene_165,8.16253735333,8.92399593277,8.02641831422,2.19424468064,8.41369138929
gene_166,3.54229520023,6.00307372135,2.95168103734,1.94904928402,2.15104699124
gene_167,0.0,2.01970191444,0.0,0.778460920807,1.44397788552
gene_168,0.0,0.0,0.0,0.0,0.0
gene_169,0.0,0.0,0.0,0.0,0.0
gene_170,8.90462860102,9.88260178525,6.89800272236,7.17053601368,7.17844575385
gene_171,8.99630964916,9.13206782041,9.05849508949,8.23909248294,8.68618183847
gene_172,2.71780252487,3.48327406045,9.10630120332,11.6161122936,9.2423714695
gene_173,1.3342822253,0.0,0.806117796036,1.28131249086,0.0
gene_174,4.18929481469,2.60682121153,4.35481180214,6.19468003995,8.31269239807
gene_175,8.84382371711,7.82050448961,7.29863082492,9.09670197913,7.90797821805
gene_176,10.4639534397,8.04847597541,8.89345625957,9.39988670843,9.64280444249
gene_177,7.09716831353,8.50591474162,8.75284557942,6.48700552095,7.43810152209
gene_178,11.3381903947,11.702596945,11.017921908,10.5612974931,11.484651734
gene_179,12.5822643185,13.0016914274,11.7549250719,12.9895044896,12.6970218435
gene_180,0.0,7.11348172828,0.0,10.572188609,0.0
gene_181,8.84063632171,8.92701642103,8.06725149127,7.72314895705,7.5161176075
gene_182,10.6602811933,10.0855255717,10.3604301235,11.4738832856,9.46664751077
gene_183,12.3440156649,12.030777472,11.3980382019,13.196319338,11.7549000255
gene_184,6.77111966961,8.68791801383,9.12784733651,7.42537537786,8.35188005092
gene_185,2.82495110552,3.19323556037,0.0,1.65347281195,0.0
gene_186,9.70178468159,9.91912999196,9.35886874246,10.3649334986,9.65646598039
gene_187,9.05113007324,9.97454365218,9.23014295748,8.40049523556,8.05337204092
gene_188,7.91826099507,8.26452235677,8.63012148284,7.54121280088,7.87027840191
gene_189,5.30538325814,7.89645956135,4.80457505763,6.48700552095,5.93605838917
gene_190,2.18589825255,6.65529887157,1.32019582127,1.28131249086,0.0
gene_191,9.1497471195,9.91796127098,9.22834252256,11.1763601761,9.31666393669
gene_192,10.3659505631,9.05767770618,10.2984750347,8.43808488355,10.2432930128
gene_193,9.65074302191,8.94203059354,9.35412373306,8.30257038558,8.22414641895
gene_194,11.1603630808,10.7532585416,10.9469428164,10.6789961877,11.4513708299
gene_195,6.28702341475,4.61008581759,7.68187790583,8.51211624615,7.67275061889
gene_196,10.0811771574,8.83992810375,8.18324333196,8.8052666561,8.44109333878
gene_197,6.86581986088,3.60899843618,0.0,0.0,1.24889910708
gene_198,11.2272007629,10.2645833441,11.3693028887,10.9829151652,11.2337994033
gene_199,11.5260590277,11.1961164337,9.25156051997,10.4245757293,9.55444495869
gene_200,12.007405767,8.48146040894,7.27791037966,9.45385911708,9.60759848213
gene_201,10.0545907524,7.45231538131,8.47488215189,7.4138648331,9.20163386117
gene_202,8.38457655687,7.96861495891,7.96723202384,10.3788042075,8.32047565212
gene_203,15.6730799092,1.01314063249,3.08491465977,4.66223398861,4.04321324936
gene_204,1.59865104788,1.01314063249,0.0,0.0,0.0
gene_205,5.14920245012,5.34748495381,4.12656819754,5.88117270761,4.81698362326
gene_206,3.77388031427,4.61008581759,4.55182974661,2.58669269686,3.45683242759
gene_207,1.3342822253,2.01970191444,1.99783433278,0.0,1.90812117041
gene_208,2.82495110552,2.01970191444,0.806117796036,1.65347281195,2.35887445523
gene_209,4.30486145149,3.02295365021,4.50503979343,2.58669269686,1.76934859948
gene_210,0.0,0.0,0.806117796036,2.19424468064,0.426640477504
gene_211,8.74326249587,8.70562202065,8.6544427016,7.33296745221,8.46377365598
gene_212,10.1452443779,8.16566577568,9.32073963631,6.56537326049,9.0327538103
gene_213,11.7728753755,12.5014267046,8.92490155611,12.6831744706,10.4490351241
gene_214,11.0098845889,8.65184818346,11.2184058207,10.1010301925,11.0665466891
gene_215,8.06754729798,9.41633520011,10.2653689118,10.5782783328,11.16778191
gene_216,10.3087713188,7.54962296925,12.5455774962,8.85291334474,13.1779037811
gene_217,4.10676706245,0.0,7.55555544044,2.19424468064,9.41812246765
gene_218,13.9669920361,0.0,2.45706891128,6.32910744663,0.426640477504
gene_219,0.591870870063,9.22337669267,0.0,12.8920000912,0.426640477504
gene_220,0.591870870063,9.73007777948,0.0,12.2488881993,0.426640477504
gene_221,10.0079663253,7.13223751445,7.28616035933,9.35280927479,8.37026892097
gene_222,0.0,0.0,0.0,0.0,0.0
gene_223,3.18816351558,5.80709212153,1.69844075618,9.76858961221,1.24889910708
gene_224,12.2358796059,11.1242247271,12.3755472184,10.2243393894,10.9526684555
gene_225,9.83826163376,9.47325115805,11.7564854369,10.6691685328,11.6350650873
gene_226,5.77501102227,2.82984955984,5.89198293324,8.91195217808,4.66870348394
gene_227,3.92603738372,3.02295365021,2.45706891128,1.28131249086,1.90812117041
gene_228,15.5826389106,13.4259370705,15.5023625536,11.7184301286,11.658041849
gene_229,0.0,2.60682121153,0.0,0.0,0.426640477504
gene_230,16.2702077108,16.6670838147,17.1887143961,16.3736740372,16.2453280104
gene_231,10.1676941133,3.48327406045,7.24268824199,5.02119098184,4.52514804841
gene_232,15.7989121973,15.8921063752,16.1331181245,15.0858500135,16.3325069005
gene_233,15.3582287964,8.8270473066,16.250041141,7.25403652355,11.6644250617
gene_234,8.97901355051,9.1162685752,10.5401474165,9.10796765724,10.566643938
gene_235,1.3342822253,0.0,1.32019582127,0.0,0.426640477504
gene_236,0.0,0.0,0.0,0.0,0.0
gene_237,0.0,0.0,0.0,0.0,0.0
gene_238,1.82203667202,2.34292447403,0.0,0.0,1.76934859948
gene_239,0.0,0.0,0.0,0.0,0.0
gene_240,11.9775983404,11.8775563868,13.5998779828,11.9838344265,12.6500577016
gene_241,4.41184651859,5.41790313488,1.32019582127,1.94904928402,1.02318436925
gene_242,2.01539051939,1.01314063249,1.69844075618,0.0,1.24889910708
gene_243,12.8250879729,12.3402785176,14.3255162778,13.6357067855,13.878089241
gene_244,10.308202491,9.35931910307,9.92896540081,9.33904382767,9.60950566271
gene_245,12.0226070864,12.3147786491,11.4594930958,11.2716906196,10.7713904253
gene_246,11.1122570406,10.2392882389,10.3743331201,10.2917462808,10.0323212871
gene_247,11.39063652,11.0902646226,12.8071878592,12.8224692572,12.8412734208
gene_248,8.17777829836,7.65543054494,8.11866080978,7.18479601729,8.16136370356
gene_249,5.51190126347,9.96722625884,6.25924988589,6.18052185652,5.30539785142
gene_250,11.0730570265,11.2098310488,12.6091810472,12.0889571394,12.0637759295
gene_251,7.83739456035,8.53392927043,8.60537950749,7.12691092605,9.00982022145
gene_252,9.00345325993,7.54176261877,8.91150883692,8.50076222546,8.10837808899
gene_253,8.57695288678,8.19101972191,8.4565556596,9.04684298195,9.50336861343
gene_254,0.0,0.0,0.0,0.0,0.0
gene_255,0.0,0.0,0.0,0.0,0.0
gene_256,9.31509067554,9.69859876108,11.2647827077,10.2668333807,11.0429725832
gene_257,2.60207674842,1.01314063249,5.23559687448,2.7489978501,5.26722864961
gene_258,9.25288773226,8.98904815469,9.58255412137,9.71311324485,9.09762923048
gene_259,8.25405542604,7.11348172828,8.9534980632,7.7280293331,8.51217156739
gene_260,7.45083183929,6.92080539464,8.60815130651,7.67346455667,8.8830556256
gene_261,9.55866369316,10.1657361123,8.47488215189,9.70941988515,10.0132389151
gene_262,11.0877412757,10.6509799135,9.28483566487,10.2800399598,9.81913965621
gene_263,1.82203667202,7.9627340906,6.23077558079,9.63868388417,5.85259817038
gene_264,6.81472985199,7.57295786143,6.7148224803,4.00193732012,5.88656234044
gene_265,8.20530941956,6.90863279975,6.65178218459,6.69054280903,5.48240947187
gene_266,0.0,0.0,0.0,0.0,0.0
gene_267,3.45358342413,3.48327406045,0.0,0.0,0.0
gene_268,7.45083183929,6.74019901503,6.9070348579,7.0895087439,6.36138763698
gene_269,9.04836970986,8.25011836591,9.87363789436,11.5294012705,10.6490315811
gene_270,6.21989646206,4.88328844988,6.21632486928,3.02734871017,2.35887445523
gene_271,3.82640611741,6.23530774438,5.58963466918,4.85284781911,8.9448116043
gene_272,13.1384686052,12.2583304726,10.7018868891,10.1955813676,11.1567972927
gene_273,6.66415569379,7.38360062204,8.35797419504,9.02719829442,9.53248840167
gene_274,0.0,5.64038377538,0.0,3.9360442509,0.0
gene_275,6.61274762276,7.78097275706,8.94036939496,7.14889344175,10.4116063171
gene_276,1.59865104788,2.01970191444,0.806117796036,0.778460920807,0.0
gene_277,0.591870870063,0.0,0.0,1.28131249086,0.0
gene_278,1.0102785673,1.60250438961,0.806117796036,0.0,1.61584000316
gene_279,4.06365824801,5.8837381038,4.8798576725,6.74927949419,6.29969890917
gene_280,4.95057106021,0.0,4.12656819754,3.26058274793,5.24121096423
gene_281,5.61999396281,7.6110321768,2.64143042389,8.48644891074,5.86968143553
gene_282,1.59865104788,0.0,0.0,0.778460920807,0.426640477504
gene_283,0.0,0.0,0.0,0.0,0.0
gene_284,0.0,0.0,0.0,0.0,0.0
gene_285,2.47622613255,6.75388528257,5.75872157478,0.0,7.20560755612
gene_286,8.32825305124,1.60250438961,7.94111218128,0.0,5.9681368438
gene_287,0.0,0.0,0.0,0.0,0.0
gene_288,0.0,1.60250438961,0.0,0.0,0.0
gene_289,8.54870633413,12.2279979243,7.45007299494,13.7083510753,13.4849864844
gene_290,1.82203667202,0.0,0.0,0.778460920807,0.0
gene_291,7.37793061344,7.26444260023,5.01957293779,7.14159627838,7.65561658466
gene_292,10.2954475346,9.90882041175,11.2590664739,12.7897598125,13.7831517225
gene_293,4.44581938453,3.19323556037,5.91005384083,6.8331304433,7.24214516085
gene_294,7.1650175123,7.9568349586,5.26397710937,6.12245530437,5.05960187847
gene_295,4.01923042657,4.72564301065,4.8798576725,4.18328006011,8.35424938195
gene_296,6.71379202796,6.68415950194,4.59714974222,4.18328006011,5.99173497506
gene_297,3.01795752966,9.93607105459,6.66247612204,2.19424468064,7.26168124484
gene_298,3.01795752966,5.51748042798,3.08491465977,5.05262456205,3.70543609837
gene_299,2.71780252487,1.01314063249,3.52092506113,3.63748273259,4.54654878887
gene_300,5.97436869818,5.90840703264,4.80457505763,5.22807599231,4.50341870545
gene_301,0.0,0.0,0.806117796036,4.12532874034,3.36343743937
gene_302,1.59865104788,0.0,2.24564777364,0.778460920807,0.426640477504
gene_303,9.87144787549,10.9883651569,9.58957812052,10.491332029,8.97077026913
gene_304,0.0,0.0,0.0,0.0,0.0
gene_305,5.24877769365,7.23548773946,6.09519234075,6.30320538164,7.916225823
gene_306,5.34192172088,5.11290443059,3.77869219775,7.10458827073,4.29158882455
gene_307,6.9211982741,11.2453625527,6.31456602473,8.04566684547,8.39316304075
gene_308,5.80148979629,9.59031944353,7.49098721952,9.21603039504,6.85299758761
gene_309,3.54229520023,4.54864006734,5.17710455256,2.19424468064,6.30598875513
gene_310,6.26816113,8.40550741015,5.87368279881,6.19468003995,7.20224139011
gene_311,7.75511457518,3.72465027173,7.75368475508,3.71810950925,4.34142364115
gene_312,7.63510863204,11.3864930375,7.98438997491,9.50730507132,8.41515020543
gene_313,8.450893684,6.04817296172,8.48998038534,5.96616510589,7.0717626693
gene_314,8.77199778963,5.6695427316,6.43177838535,5.8276666192,7.2322674153
gene_315,7.64610504039,4.66902109453,8.30090619271,9.46119906654,7.15425104378
gene_316,7.93927947871,8.78769691173,7.46066066461,8.25269381306,6.52667137417
gene_317,5.46297825276,5.45186718278,6.23077558079,1.65347281195,7.75089453276
gene_318,8.03321374052,6.87660289179,11.2249362282,7.41374638592,10.7380584725
gene_319,6.64965281921,8.2257906644,3.42364539658,8.48356590341,6.45490955924
gene_320,9.26958022671,8.62605212712,9.09844271872,8.731919746,8.18544041173
gene_321,3.54229520023,1.60250438961,2.64143042389,0.0,1.02318436925
gene_322,11.839077783,11.9632031597,12.4457494604,12.6580083663,12.8434362777
gene_323,5.2294033444,5.64038377538,7.17705071906,7.64281707522,8.67771964164
gene_324,6.62020369363,8.18093353716,7.94111218128,4.85284781911,8.20071228065
gene_325,6.73454705388,7.25484910723,5.81734697031,4.66223398861,6.15391880201
gene_326,5.47946986935,9.58459050795,7.02780649693,7.05112191427,7.07913273395
gene_327,9.13810793553,8.13463680485,8.08326656399,6.41627058913,8.11913307332
gene_328,10.3047277766,9.18350636428,9.86324003335,10.2618011072,9.93423930578
gene_329,10.3620095486,10.4722338965,8.91374811269,9.25371041654,8.55372143916
gene_330,8.09456862002,8.78769691173,7.50294315872,5.77209943217,9.29469655731
gene_331,1.59865104788,1.60250438961,0.806117796036,3.46130590417,1.24889910708
gene_332,7.10250066915,6.36573452422,5.67665387328,5.71430322431,5.21471544318
gene_333,9.10659957985,8.41844297096,6.27327902658,7.75694321313,4.93529472423
gene_334,9.59674137901,11.4370602033,10.6962546936,8.26994483166,11.1080996878
gene_335,8.7602342554,8.51798426674,6.38085583114,6.46381043174,6.493993109
gene_336,7.2824676059,8.9026675434,8.67572420762,8.17626791248,6.01495554706
gene_337,10.5479645118,9.52402056609,9.49397550209,10.0706442459,10.8539176986
gene_338,6.23939613203,7.49366334391,7.42340168887,9.40446251326,8.51759853098
gene_339,1.59865104788,9.44823196423,0.0,2.19424468064,0.0
gene_340,7.87839429767,8.2257906644,9.28656469207,11.2267553641,9.74470267744
gene_341,0.591870870063,0.0,1.69844075618,0.0,0.426640477504
gene_342,2.92467000817,0.0,6.03058548236,2.19424468064,4.38959434385
gene_343,7.50420722674,5.61062624849,5.65538617809,6.20870062836,6.11862758982
gene_344,12.6038164048,11.4329333166,12.3903087038,13.0137884903,11.8416744129
gene_345,7.15477761178,8.85903775523,2.64143042389,2.40375853696,2.25869981557
gene_346,8.28017686988,10.2800283566,11.2973290017,12.1724775145,11.5963015886
gene_347,0.591870870063,0.0,1.32019582127,0.0,0.0
gene_348,7.64610504039,2.34292447403,8.22353839339,4.57832287082,6.09703132697
gene_349,5.91497584341,1.60250438961,8.05917679018,1.65347281195,5.60987904185
gene_350,0.591870870063,1.01314063249,1.69844075618,0.778460920807,4.6291234384
gene_351,11.7364568981,10.6491573594,11.3831156479,11.9114743824,11.0511885445
gene_352,1.0102785673,7.01469003795,5.77852925649,9.258773296,4.04321324936
gene_353,0.0,1.01314063249,0.0,0.0,0.0
gene_354,8.04832883642,7.71258202471,5.96294688907,6.53230760735,2.35887445523
gene_355,13.1578900545,11.2447562709,10.7288643624,12.0215525988,10.7470432683
gene_356,1.82203667202,0.0,0.0,0.0,0.0
gene_357,0.0,0.0,4.72514672658,0.0,0.0
gene_358,11.1727775135,10.6700454084,10.6730793569,11.4717056935,11.2804518111
gene_359,10.8002123534,10.7701848419,10.8763174111,10.4740303702,11.0776168717
gene_360,8.71568062871,8.17077133462,8.87976702072,8.17626791248,8.81413380691
gene_361,9.65981576722,9.82221549068,6.30093455493,9.87022136776,7.5875525171
gene_362,7.63510863204,12.9580469586,7.50294315872,10.8234946247,7.79626678701
gene_363,7.74150743523,9.29294965517,8.96001931383,9.25539923107,9.42174717006
gene_364,9.69113281767,9.87166656506,12.2706223782,10.8500148919,12.141328047
gene_365,4.69212586119,7.18589627086,2.64143042389,6.79645499327,4.52514804841
gene_366,6.58245213246,10.8849794228,4.45125727733,7.87056816223,5.9441462907
gene_367,4.10676706245,7.7675488696,8.54015516758,4.48923463453,8.13511413181
gene_368,4.74765593293,7.30216365855,4.06338213742,8.40659194026,4.15891056541
gene_369,9.12243977351,9.00629241291,9.44987703279,9.16660749987,8.97275008499
